FullClipName,ClipName,mean_direction,mean_magnitude,real_direction
bg_Yasuhikotakia_modesta_P_9_1b_L,Yasuhikotakia_modesta_P_9_1b,119.03885748558803,0.0011630428199645786,90
bg_Yasuhikotakia_modesta_P_9_1c_L,Yasuhikotakia_modesta_P_9_1c,94.06639434968979,8.119414150819022e-4,NA
both_Botia_lohachata_C_10_1_L,Botia_lohachata_C_10_1,73.05517642851864,0.002050983578495238,90
both_Botia_lohachata_C_10_2_L,Botia_lohachata_C_10_2,100.29562177844493,0.0010463461935962635,90
both_Botia_lohachata_C_10_3_L,Botia_lohachata_C_10_3,61.317429506050935,0.0010873426026477785,90
both_Botia_lohachata_C_11_1_L,Botia_lohachata_C_11_1,266.3620797421978,5.38743929176878e-4,270
both_Botia_lohachata_C_11_2_L,Botia_lohachata_C_11_2,103.5672345430706,4.423283061886947e-4,90
both_Botia_lohachata_C_11_3_L,Botia_lohachata_C_11_3,276.9257436441634,4.744849849588474e-4,270
both_Botia_lohachata_C_11_4_L,Botia_lohachata_C_11_4,277.78481640435996,4.680843394144705e-4,270
both_Botia_lohachata_C_11_5_L,Botia_lohachata_C_11_5,287.2138433568118,5.470000681472324e-4,270
both_Botia_lohachata_C_12_10_L,Botia_lohachata_C_12_10,285.7235671613188,3.076807662753292e-4,270
both_Botia_lohachata_C_12_11_L,Botia_lohachata_C_12_11,271.3781087243125,8.782169235545885e-4,270
both_Botia_lohachata_C_12_12_L,Botia_lohachata_C_12_12,60.331574425151345,7.698657712392396e-4,90
both_Botia_lohachata_C_12_13_L,Botia_lohachata_C_12_13,291.50479968823265,7.033817356091533e-4,270
both_Botia_lohachata_C_12_13a_L,Botia_lohachata_C_12_13a,309.8450374549039,0.0010433558134005324,270
both_Botia_lohachata_C_12_13b_L,Botia_lohachata_C_12_13b,262.4959355999931,7.484239518835605e-4,270
both_Botia_lohachata_C_12_14_L,Botia_lohachata_C_12_14,89.56628424485706,0.0010871261133782275,90
both_Botia_lohachata_C_12_15_L,Botia_lohachata_C_12_15,281.50190395449147,5.711126591042905e-4,270
both_Botia_lohachata_C_12_16_L,Botia_lohachata_C_12_16,54.08149507742646,9.721333427899949e-4,90
both_Botia_lohachata_C_12_17_L,Botia_lohachata_C_12_17,278.88483494772316,5.540429181106731e-4,270
both_Botia_lohachata_C_12_18_L,Botia_lohachata_C_12_18,37.786052373707285,0.001443581308534505,90
both_Botia_lohachata_C_12_19_L,Botia_lohachata_C_12_19,117.78535286236534,0.0018523675569523778,90
both_Botia_lohachata_C_12_1_L,Botia_lohachata_C_12_1,273.0779636401006,1.7455785632470875e-4,270
